5, 0.0, -8.910780538374098, -6.930607085402077, -6.930607085402077, 2.3333333333333335
5, 1.0, -8.796317390466086, -7.836809233576024, -7.836809233576024, 1.457142857142857
5, 2.0, -7.957916367381169, -7.884623865654713, -7.884623865654713, 1.1844380403458212
5, 3.0, -6.55555144470704, -7.406713788728281, -7.406713788728281, 1.0787450015379882
5, 4.0, -5.933705867700371, -6.898822676258042, -6.898822676258042, 1.0343958886164388
5, 5.0, -6.8351850570283945, -6.877288318935505, -6.877288318935505, 1.0151711008307807
5, 6.0, -8.319012752453771, -7.3610926196466275, -7.3610926196466275, 1.0067200557817129
5, 7.0, -7.842975927513747, -7.522199419164461, -7.522199419164461, 1.0029822379462383
5, 8.0, -8.421612087345633, -7.8224007509548965, -7.8224007509548965, 1.0013245612745736
5, 9.0, -8.341766317990565, -7.995624492424043, -7.995624492424043, 1.000588520670546
5, 10.0, -9.421940451388418, -8.47118748713929, -8.47118748713929, 1.000261530538881
5, 11.0, -8.278104872446745, -8.406819134972787, -8.406819134972787, 1.000116229040071
5, 12.0, -8.567139903833914, -8.460262151770614, -8.460262151770614, 1.0000516560169361
5, 13.0, -6.63979532940281, -7.853425946242747, -7.853425946242747, 1.0000229579662123
5, 14.0, -9.73921473923428, -8.482028624448, -8.482028624448, 1.000010203488483
5, 15.0, -9.051218003404076, -8.671759277833967, -8.671759277833967, 1.0000045348734878
5, 16.0, -9.938122094206285, -9.09388106740835, -9.09388106740835, 1.0000020154972966
5, 17.0, -5.798025660554481, -7.99526161434081, -7.99526161434081, 1.0000008957761752
5, 18.0, -8.31691305870647, -8.102478805148273, -8.102478805148273, 1.0000003981226653
5, 19.0, -7.288875291923557, -7.831277586086113, -7.831277586086113, 1.000000176943391
5, 20.0, -7.858572571023431, -7.840375915114058, -7.840375915114058, 1.000000078641504
5, 21.0, -7.548645084856043, -7.743132301629216, -7.743132301629216, 1.0000000349517788
5, 22.0, -5.305037117862982, -6.930433894415914, -6.930433894415914, 1.000000015534124
5, 23.0, -9.921172612063213, -7.927346807181088, -7.927346807181088, 1.000000006904055
5, 24.0, -5.950467384007797, -7.26838699743466, -7.26838699743466, 1.000000003068469
5, 25.0, -8.561358071488671, -7.699377356040433, -7.699377356040433, 1.000000001363764
5, 26.0, -5.31943976045627, -6.906064823698205, -6.906064823698205, 1.0000000006061174
5, 27.0, -4.648157957226181, -6.153429201338115, -6.153429201338115, 1.0000000002693854
5, 28.0, -6.183208869677916, -6.16335575745257, -6.16335575745257, 1.000000000119727
5, 29.0, -6.36422120565922, -6.2303109068583495, -6.2303109068583495, 1.000000000053212
5, 30.0, -5.485787113486848, -5.982136309061979, -5.982136309061979, 1.0000000000236497
5, 31.0, -7.673670236300477, -6.545980951480739, -6.545980951480739, 1.0000000000105111
5, 32.0, -3.1421095892364868, -5.4113571640606875, -5.4113571640606875, 1.0000000000046718
5, 33.0, -4.970687546301192, -5.264467291473884, -5.264467291473884, 1.0000000000020763
5, 34.0, -2.6002503965739114, -4.376394993173074, -4.376394993173074, 1.0000000000009228
5, 35.0, -4.924439198132114, -4.559076394826162, -4.559076394826162, 1.0000000000004101
5, 36.0, -0.3286559786352061, -3.1489362560955865, -3.1489362560955865, 1.0000000000001823
5, 37.0, 0.016910530281771585, -2.093653993969715, -2.093653993969715, 1.000000000000081
5, 38.0, -4.392181576112815, -2.8598298546841097, -2.8598298546841097, 1.000000000000036
5, 39.0, -2.6978398662959515, -2.805833191888056, -2.805833191888056, 1.000000000000016
5, 40.0, -5.143153314631236, -3.5849398994691213, -3.5849398994691213, 1.000000000000007
