5, 0.0, 3.4656252336004427, 2.6954862928003442, 3.0, 0.5, 2.6954862928003442, 2.3333333333333335
5, 1.0, 5.903534537629536, 4.253681154574523, 3.0, 0.5, 4.253681154574523, 1.457142857142857
5, 2.0, 5.950416419433296, 4.923573751939514, 3.0, 0.5, 4.923573751939514, 1.1844380403458212
5, 3.0, 0.5785434131979774, 3.361180498790066, 3.0, 0.5, 3.361180498790066, 1.0787450015379882
5, 4.0, 2.3392574225557468, 3.008822822610385, 3.0, 0.5, 3.008822822610385, 1.0343958886164388
5, 5.0, 3.4012998688856078, 3.1416332743163955, 3.0, 0.5, 3.1416332743163955, 1.0151711008307807
5, 6.0, 0.7805286034955549, 2.349309465677989, 3.0, 0.5, 2.349309465677989, 1.0067200557817129
5, 7.0, 0.2864857606831508, 1.6596509536365645, 3.0, 0.5, 1.6596509536365645, 1.0029822379462383
5, 8.0, 1.9204655663541752, 1.7467043128543842, 3.0, 0.5, 1.7467043128543842, 1.0013245612745736
5, 9.0, 2.0682240196198136, 1.8539406221073338, 3.0, 0.5, 1.8539406221073338, 1.000588520670546
5, 10.0, 2.305430572562809, 2.004476631729173, 3.0, 0.5, 2.004476631729173, 1.000261530538881
5, 11.0, 1.3421703272334864, 1.7836822038219426, 3.0, 0.5, 1.7836822038219426, 1.000116229040071
5, 12.0, 2.3389781376410674, 1.9687904098870384, 3.0, 0.5, 1.9687904098870384, 1.0000516560169361
5, 13.0, 2.048304103908988, 1.995295583051922, 3.0, 0.5, 1.995295583051922, 1.0000229579662123
5, 14.0, 3.0640388832030894, 2.3515469847389623, 3.0, 0.5, 2.3515469847389623, 1.000010203488483
5, 15.0, -0.987475753135031, 1.238534358099068, 3.0, 0.5, 1.238534358099068, 1.0000045348734878
5, 16.0, 1.8476155813641495, 1.4415618417212814, 3.0, 0.5, 1.4415618417212814, 1.0000020154972966
5, 17.0, -2.898476560930847, -0.005118921730428161, 3.0, 0.5, -0.005118921730428161, 1.0000008957761752
5, 18.0, -3.1322616155842313, -1.0475002346771571, 3.0, 0.5, -1.0475002346771571, 1.0000003981226653
5, 19.0, -2.487685513389735, -1.5275620791917721, 3.0, 0.5, -1.5275620791917721, 1.000000176943391
5, 20.0, -0.7444778201952295, -1.26653397233195, 3.0, 0.5, -1.26653397233195, 1.000000078641504
5, 21.0, -2.1352067279097673, -1.5560915676451084, 3.0, 0.5, -1.5560915676451084, 1.0000000349517788
5, 22.0, -4.366800871352189, -2.492994683434771, 3.0, 0.5, -2.492994683434771, 1.000000015534124
5, 23.0, -5.711419367154347, -3.5658029187480236, 3.0, 0.5, -3.5658029187480236, 1.000000006904055
5, 24.0, -5.668605384776371, -4.266737076241601, 3.0, 0.5, -4.266737076241601, 1.000000003068469
5, 25.0, -5.938214776027798, -4.8238963102635, 3.0, 0.5, -4.8238963102635, 1.000000001363764
5, 26.0, -4.924321542240931, -4.8573713876096, 3.0, 0.5, -4.8573713876096, 1.0000000006061174
5, 27.0, -7.300452298280456, -5.671731691385929, 3.0, 0.5, -5.671731691385929, 1.0000000002693854
5, 28.0, -4.389034479369477, -5.244165953995921, 3.0, 0.5, -5.244165953995921, 1.000000000119727
5, 29.0, -3.3393200355030723, -4.609217314464518, 3.0, 0.5, -4.609217314464518, 1.000000000053212
5, 30.0, -5.479618717291656, -4.899351115413759, 3.0, 0.5, -4.899351115413759, 1.0000000000236497
5, 31.0, -5.061803125472383, -4.953501785433869, 3.0, 0.5, -4.953501785433869, 1.0000000000105111
5, 32.0, -5.013453850904716, -4.973485807257578, 3.0, 0.5, -4.973485807257578, 1.0000000000046718
5, 33.0, -4.0565299166952435, -4.667833843736165, 3.0, 0.5, -4.667833843736165, 1.0000000000020763
5, 34.0, -4.6161299044097195, -4.650599197294, 3.0, 0.5, -4.650599197294, 1.0000000000009228
5, 35.0, -4.739467906607415, -4.680222100398484, 3.0, 0.5, -4.680222100398484, 1.0000000000004101
